0,0
0.021594753,1.253019094
0.04276555,2.654476166
0.073734529,5.129350185
0.118443504,9.959165573
0.181772605,21.08803177
0.269136488,57.80141449
0.386011213,354.8260803
0.421494037,756.2006226
0.4723607,2854.55957
0.543883979,34873.05859
0.641569138,6166141
0.743579805,48437387264
0.831138134,1.9495E+16
0.846028626,3.6734E+17
0.860478818,8.28112E+18
0.8657884,2.79355E+19
0.873645365,1.81938E+20
0.876559317,3.73149E+20
0.877647519,4.8959E+20
0.877749443,5.02247E+20
0.87790221,5.21859E+20
0.877959549,5.29413E+20
0.877981007,5.32274E+20
0.877989054,5.33351E+20
0.878001153,5.34971E+20
0.878001153,5.34971E+20
